Algorithm,Size,RerouteRuntimeSec,Efficiency_Gain,StaticCost,ReroutedCostA*,20,True,0.0002589225769042969,0.00011992454528808594,24.074999999999992,24.074999999999992,20.33749999999999,3.7375000000000007,15.52,72
Genetic Algorithm,20,True,0.011595010757446289,0.008515596389770508,8.65,8.65,2.4499999999999997,6.200000000000001,71.68,231
A*,50,True,5.9604644775390625e-05,0.00010418891906738281,13.0,13.0,6.4624999999999995,6.5375000000000005,50.29,44
Genetic Algorithm,50,True,0.0029931068420410156,0.0064697265625,18.375,18.375,17.925,0.4499999999999993,2.45,125
A*,100,True,0.0007348060607910156,0.0005807876586914062,29.499999999999964,29.499999999999964,27.324999999999978,2.1749999999999865,7.37,319
Genetic Algorithm,100,True,0.059496164321899414,0.05434012413024902,15.050000000000008,15.050000000000008,9.12500000000001,5.924999999999997,39.37,354
A*,500,True,0.0024292469024658203,0.0024607181549072266,130.28750000000022,130.28750000000022,75.82500000000009,54.462500000000134,41.8,632
Genetic Algorithm,500,True,0.5888521671295166,0.4150562286376953,89.78750000000028,89.78750000000028,20.774999999999967,69.01250000000032,76.86,687
A*,1000,True,0.02025580406188965,0.009278297424316406,323.84999999999906,323.84999999999906,171.3000000000011,152.54999999999797,47.11,2218
Genetic Algorithm,1000,True,6.19951868057251,7.268986940383911,198.68750000000065,198.68750000000065,88.15000000000079,110.53749999999987,55.63,3772
A*,20,True,0.000133514404296875,9.417533874511719e-05,41.94999999999999,41.94999999999999,3.6874999999999996,38.26249999999999,91.21,60
Genetic Algorithm,20,True,0.009984970092773438,0.009283065795898438,16.624999999999993,16.624999999999993,2.0249999999999995,14.599999999999994,87.82,192
A*,50,True,5.650520324707031e-05,5.984306335449219e-05,18.5,18.5,14.0,4.5,24.32,24
Genetic Algorithm,50,True,0.0019085407257080078,0.0020754337310791016,14.0,14.0,14.0,0.0,0.0,74
A*,100,True,0.0008213520050048828,0.0006058216094970703,36.63750000000001,36.63750000000001,30.924999999999997,5.712500000000013,15.59,221
Genetic Algorithm,100,True,0.05927014350891113,0.0624237060546875,17.212499999999995,17.212499999999995,9.737500000000008,7.474999999999987,43.43,365
A*,500,True,0.0023956298828125,0.0023653507232666016,125.66250000000002,125.66250000000002,65.1375,60.52500000000002,48.16,600
Genetic Algorithm,500,True,0.4265718460083008,0.44845008850097656,172.81250000000043,172.81250000000043,32.06249999999983,140.7500000000006,81.45,1020
A*,1000,True,0.009920597076416016,0.011743545532226562,277.87500000000114,277.87500000000114,189.2500000000013,88.62499999999983,31.89,2660
Genetic Algorithm,1000,True,7.350841522216797,7.931993246078491,252.68750000000023,252.68750000000023,89.487500000001,163.19999999999922,64.59,3053
A*,20,True,0.0017151832580566406,0.0005190372467041016,3.5249999999999995,34.15,12.85,21.299999999999997,62.3718887262079,63,0.02474212646484375,0.02349853515625
Genetic Algorithm,20,True,0.028541088104248047,0.021830081939697266,2.0499999999999994,32.8625,6.074999999999999,26.787499999999998,81.51388360593381,203,0.094940185546875,0.08868408203125
A*,50,True,0.0003712177276611328,0.00018548965454101562,0.9,13.5,8.0625,5.4375,40.27777777777778,17,0.00434112548828125,0.0055084228515625
Genetic Algorithm,50,True,0.00514984130859375,0.008339405059814453,0.5375000000000001,10.75,10.75,0.0,0.0,83,0.0207977294921875,0.02954864501953125
A*,100,True,0.0027015209197998047,0.0035047531127929688,15.862500000000002,82.65,37.3875,45.2625,54.76406533575317,443,0.10697174072265625,0.1946258544921875
Genetic Algorithm,100,True,0.19561004638671875,0.1941988468170166,9.850000000000014,15.800000000000002,9.975000000000016,5.824999999999987,36.86708860759485,245,1.0997505187988281,1.0682563781738281
A*,500,True,0.007377147674560547,0.008449554443359375,43.27499999999997,235.76250000000027,40.862499999999955,194.90000000000032,82.66793913366209,890,0.249542236328125,0.2617645263671875
Genetic Algorithm,500,True,1.4403479099273682,1.3791172504425049,21.31249999999994,128.61250000000047,21.812499999999936,106.80000000000052,83.04013995529218,830,13.565299987792969,17.270233154296875
A*,1000,True,0.03860020637512207,0.0411074161529541,173.75000000000105,279.6000000000005,177.75000000000108,101.8499999999994,36.42703862660917,2346,0.9974212646484375,0.908111572265625
Genetic Algorithm,1000,True,19.68886399269104,19.918558597564697,89.30000000000102,130.98750000000166,89.85000000000102,41.13750000000064,31.405668479816867,2794,146.73944473266602,146.62620162963867
